Time [s],Packet ID,MOSI,MISO
0.596042166666667,0,0x6013,0xFFFF
0.596070375000000,0,0x2020,0x0202
0.596086708333333,0,0x7013,0xFFFF
0.596101875000000,0,0x2121,0x0000
0.603283583333333,0,0x6013,0xFFFF
0.603301833333333,0,0x2222,0x0000
0.603319458333333,0,0x6022,0xFFFF
0.603333916666667,0,0x2323,0x0202
2.411674083333333,0,0x6013,0xFFFF
2.411703416666667,0,0x2424,0x0202
2.411719208333333,0,0x7013,0xFFFF
2.411734791666666,0,0x2525,0x0000
2.413902250000000,0,0x6013,0xFFFF
2.413919083333333,0,0x2626,0x0000
2.413933000000000,0,0x6022,0xFFFF
2.413946500000000,0,0x2727,0x0000
3.415770833333333,0,0x6013,0xFFFF
3.415799625000000,0,0x2828,0x0202
3.415816166666667,0,0x7013,0xFFFF
3.415831625000000,0,0x2929,0x0000
3.424253375000000,0,0x6013,0xFFFF
3.424272041666667,0,0x2A2A,0x0000
3.424289458333333,0,0x6022,0xFFFF
3.424303875000000,0,0x2B2B,0x0202
5.118883791666667,0,0x6013,0xFFFF
5.118919416666666,0,0x2C2C,0x0202
5.118937750000000,0,0x7013,0xFFFF
5.118952750000000,0,0x2D2D,0x0000
5.124971208333333,0,0x6013,0xFFFF
5.125003416666667,0,0x2E2E,0x0000
5.125025250000000,0,0x6022,0xFFFF
5.125048500000000,0,0x2F2F,0x0000
5.216382375000000,0,0x6013,0xFFFF
5.216406958333334,0,0x3030,0x0202
5.216426166666666,0,0x7013,0xFFFF
5.216442166666667,0,0x3131,0x0000
5.224872458333333,0,0x6013,0xFFFF
5.224890500000000,0,0x3232,0x0000
5.224906958333333,0,0x6022,0xFFFF
5.224921541666666,0,0x3333,0x0202
5.874120375000000,0,0x6013,0xFFFF
5.874149000000000,0,0x3434,0x0202
5.874165333333333,0,0x7013,0xFFFF
5.874185958333333,0,0x3535,0x0000
5.875095916666667,0,0x6013,0xFFFF
5.875112333333333,0,0x3636,0x0000
5.875126708333333,0,0x6022,0xFFFF
5.875140750000000,0,0x3737,0x0000
5.971623958333334,0,0x6013,0xFFFF
5.971644291666666,0,0x3838,0x0202
5.971662375000000,0,0x7013,0xFFFF
5.971677583333333,0,0x3939,0x0000
5.975130125000000,0,0x6013,0xFFFF
5.975146375000000,0,0x3A3A,0x0000
5.975160291666667,0,0x6022,0xFFFF
5.975173833333334,0,0x3B3B,0x0202
12.353859999999999,0,0x6013,0xFFFF
12.353888208333334,0,0x3C3C,0x0202
12.353904125000000,0,0x7013,0xFFFF
12.353919041666666,0,0x3D3D,0x0000
12.357339916666668,0,0x6013,0xFFFF
12.357356583333333,0,0x3E3E,0x0000
12.357371083333334,0,0x6022,0xFFFF
12.357384958333334,0,0x3F3F,0x0000
