Time [s],Packet ID,MOSI,MISO
9.083156833333334,0,0x6013,0xFFFF
9.083194708333334,0,0x0000,0xFFFF
9.083268250000000,0,0x7013,0xFFFF
9.083302666666667,0,0x0101,0xFFFF
10.585508083333334,0,0x6000,0xFFFF
10.585540833333333,0,0x0202,0xCBCB
10.585558958333333,0,0x200E,0xFFFF
10.585574416666667,0,0x5A5A,0xFFFF
10.585593875000001,0,0x600E,0xFFFF
10.585609708333333,0,0x0303,0x5A5A
10.585624624999999,0,0x7000,0xFFFF
10.585638625000000,0,0x0404,0xCBCB
10.585652708333333,0,0x300E,0xFFFF
10.585666124999999,0,0x5A5A,0xFFFF
10.585679583333333,0,0x700E,0xFFFF
10.585693291666667,0,0x0505,0x5A5A
10.585749041666666,0,0x6000,0xFFFF
10.585763750000000,0,0x0606,0xCBCB
10.585777916666666,0,0x602F,0xFFFF
10.585791583333334,0,0x0707,0x1010
10.585805499999999,0,0x200D,0xFFFF
10.585818791666666,0,0x1313,0xFFFF
10.590851625000001,0,0x600D,0xFFFF
10.590868083333334,0,0x0808,0x1313
10.590896041666667,0,0x7000,0xFFFF
10.590911625000000,0,0x0909,0xCBCB
10.590925750000000,0,0x702F,0xFFFF
10.590939541666666,0,0x0A0A,0x1010
10.590953375000000,0,0x300D,0xFFFF
10.590966750000000,0,0x1313,0xFFFF
10.595997041666667,0,0x700D,0xFFFF
10.596012833333333,0,0x0B0B,0x1313
10.596038416666667,0,0x2003,0xFFFF
10.596055041666666,0,0xFFFF,0xFFFF
10.596069125000000,0,0x6003,0xFFFF
10.596082958333334,0,0x0C0C,0x1F1F
10.596096833333334,0,0x200D,0xFFFF
10.596110208333334,0,0x1313,0xFFFF
10.601141708333333,0,0x600D,0xFFFF
10.601158000000000,0,0x0D0D,0x1313
10.601173875000001,0,0x6004,0xFFFF
10.601188916666667,0,0x0E0E,0x0000
10.601202916666667,0,0x2005,0xFFFF
10.601216458333333,0,0x2020,0xFFFF
10.601229916666666,0,0x2006,0xFFFF
10.601243541666667,0,0xC0C0,0xFFFF
10.601257958333333,0,0x2007,0xFFFF
10.601271875000000,0,0xB3B3,0xFFFF
10.601285375000000,0,0x2008,0xFFFF
10.601298666666667,0,0xA2A2,0xFFFF
10.601312041666667,0,0x2009,0xFFFF
10.601325416666667,0,0x9191,0xFFFF
10.601338708333333,0,0x200A,0xFFFF
10.601352000000000,0,0xC1C1,0xFFFF
10.601365250000001,0,0x6004,0xFFFF
10.601378750000000,0,0x0F0F,0x0000
10.601392458333333,0,0x6004,0xFFFF
10.601406125000000,0,0x1010,0x0000
10.601426750000000,0,0x2005,0xFFFF
10.601440458333334,0,0x2020,0xFFFF
10.601454000000000,0,0x200A,0xFFFF
10.601467291666667,0,0xC1C1,0xFFFF
10.601480541666668,0,0x6004,0xFFFF
10.601494166666667,0,0x1111,0x0000
10.601507916666666,0,0x6009,0xFFFF
10.601521541666667,0,0x1212,0x9191
10.601535250000000,0,0x6008,0xFFFF
10.601548875000001,0,0x1313,0xA2A2
10.601562458333333,0,0x6007,0xFFFF
10.601576083333333,0,0x1414,0xB3B3
10.601589750000000,0,0x6006,0xFFFF
10.601603458333333,0,0x1515,0xC0C0
10.601617333333333,0,0x3003,0xFFFF
10.601630583333334,0,0xFFFF,0xFFFF
10.601643833333334,0,0x7003,0xFFFF
10.601657500000000,0,0x1616,0x1F1F
10.601671791666666,0,0x300D,0xFFFF
10.601687291666666,0,0x1313,0xFFFF
10.606718250000000,0,0x700D,0xFFFF
10.606734124999999,0,0x1717,0x1313
10.606749458333333,0,0x7004,0xFFFF
10.606764125000000,0,0x1818,0x0000
10.606778166666667,0,0x3005,0xFFFF
10.606791541666666,0,0x2020,0xFFFF
10.606804791666667,0,0x3006,0xFFFF
10.606818083333334,0,0xC0C0,0xFFFF
10.606831333333334,0,0x3007,0xFFFF
10.606844541666666,0,0xB3B3,0xFFFF
10.606857750000000,0,0x3008,0xFFFF
10.606871083333333,0,0xA2A2,0xFFFF
10.606884458333333,0,0x3009,0xFFFF
10.606897875000000,0,0x9191,0xFFFF
10.606911166666666,0,0x300A,0xFFFF
10.606924291666667,0,0xC1C1,0xFFFF
10.606937541666667,0,0x7004,0xFFFF
10.606951125000000,0,0x1919,0x0000
10.606964583333333,0,0x7004,0xFFFF
10.606978166666666,0,0x1A1A,0x0000
10.606991666666667,0,0x3005,0xFFFF
10.607004791666666,0,0x2020,0xFFFF
10.607018083333333,0,0x300A,0xFFFF
10.607031291666667,0,0xC1C1,0xFFFF
10.607044416666668,0,0x7004,0xFFFF
10.607058000000000,0,0x1B1B,0x0000
10.607071625000000,0,0x7009,0xFFFF
10.607085208333332,0,0x1C1C,0x9191
10.607098666666667,0,0x7008,0xFFFF
10.607112333333333,0,0x1D1D,0xA2A2
10.607125916666666,0,0x7007,0xFFFF
10.607139333333333,0,0x1E1E,0xB3B3
10.607152749999999,0,0x7006,0xFFFF
10.607166250000001,0,0x1F1F,0xC0C0
10.607192041666666,0,0x607E,0xFFFF
10.607206000000000,0,0x2020,0x0202
10.607219833333334,0,0x207E,0xFFFF
10.607233166666667,0,0x0202,0xFFFF
10.607246416666667,0,0x207E,0xFFFF
10.607259624999999,0,0x0808,0xFFFF
10.607272916666666,0,0x207E,0xFFFF
10.607286166666666,0,0x0E0E,0xFFFF
10.607299333333334,0,0x207E,0xFFFF
10.607312541666667,0,0x0000,0xFFFF
10.607325666666666,0,0x2051,0xFFFF
10.607338958333333,0,0x0000,0xFFFF
10.607368416666667,0,0x2052,0xFFFF
10.607382375000000,0,0x0000,0xFFFF
10.607395708333334,0,0x2053,0xFFFF
10.607408875000001,0,0x0000,0xFFFF
10.607422250000001,0,0x2054,0xFFFF
10.607435416666666,0,0x0000,0xFFFF
10.607448541666667,0,0x2055,0xFFFF
10.607461666666667,0,0x0000,0xFFFF
10.607474833333333,0,0x2056,0xFFFF
10.607488083333333,0,0x0000,0xFFFF
10.607501333333333,0,0x2057,0xFFFF
10.607514541666667,0,0x0000,0xFFFF
10.607527749999999,0,0x2058,0xFFFF
10.607540958333333,0,0x0000,0xFFFF
10.607554250000000,0,0x2059,0xFFFF
10.607567583333333,0,0x0000,0xFFFF
10.607580833333333,0,0x205A,0xFFFF
10.607594000000001,0,0x0000,0xFFFF
10.607607291666667,0,0x205B,0xFFFF
10.607620499999999,0,0x0000,0xFFFF
10.607633666666667,0,0x205C,0xFFFF
10.607646916666667,0,0x0000,0xFFFF
10.607660125000001,0,0x205D,0xFFFF
10.607673333333333,0,0x0000,0xFFFF
10.607686541666666,0,0x205E,0xFFFF
10.607699666666667,0,0x0000,0xFFFF
10.607712875000001,0,0x205F,0xFFFF
10.607726000000000,0,0x0000,0xFFFF
10.607739125000000,0,0x2060,0xFFFF
10.607752333333334,0,0x0000,0xFFFF
10.607765541666666,0,0x2061,0xFFFF
10.607778750000000,0,0x0000,0xFFFF
10.607792125000000,0,0x6004,0xFFFF
10.607805708333334,0,0x2121,0x0000
10.607819375000000,0,0x2005,0xFFFF
10.607832666666667,0,0xC0C0,0xFFFF
10.607845749999999,0,0x2006,0xFFFF
10.607858875000000,0,0x0000,0xFFFF
10.607872000000000,0,0x2007,0xFFFF
10.607885166666666,0,0x0000,0xFFFF
10.607898375000000,0,0x2008,0xFFFF
10.607911500000000,0,0x0000,0xFFFF
10.607924666666667,0,0x2009,0xFFFF
10.607937874999999,0,0x0000,0xFFFF
10.607951083333333,0,0x200A,0xFFFF
10.607964041666667,0,0x3D3D,0xFFFF
10.607977249999999,0,0x6004,0xFFFF
10.607990708333332,0,0x2222,0x0000
10.608004458333333,0,0x6004,0xFFFF
10.608018083333333,0,0x2323,0x0000
10.608031583333334,0,0x2005,0xFFFF
10.608044791666666,0,0xC0C0,0xFFFF
10.608057958333333,0,0x2006,0xFFFF
10.608071583333333,0,0x0000,0xFFFF
10.608096666666667,0,0x2007,0xFFFF
10.608110458333334,0,0x0000,0xFFFF
10.608123833333334,0,0x2008,0xFFFF
10.608137083333334,0,0x0000,0xFFFF
10.608150374999999,0,0x2009,0xFFFF
10.608163583333333,0,0x0000,0xFFFF
10.608176750000000,0,0x200A,0xFFFF
10.608190000000000,0,0x3E3E,0xFFFF
10.608203250000001,0,0x6004,0xFFFF
10.608216791666667,0,0x2424,0x0000
10.608230333333333,0,0x6004,0xFFFF
10.608243916666666,0,0x2525,0x0000
10.608257541666667,0,0x2005,0xFFFF
10.608270708333333,0,0xC0C0,0xFFFF
10.608283916666666,0,0x2006,0xFFFF
10.608297000000000,0,0x0000,0xFFFF
10.608310250000001,0,0x2007,0xFFFF
10.608323583333334,0,0x0000,0xFFFF
10.608336666666666,0,0x2008,0xFFFF
10.608349791666667,0,0x0000,0xFFFF
10.608362874999999,0,0x2009,0xFFFF
10.608376041666666,0,0x0000,0xFFFF
10.608389333333333,0,0x200A,0xFFFF
10.608402583333334,0,0x3F3F,0xFFFF
10.608415833333334,0,0x6004,0xFFFF
10.608429541666666,0,0x2626,0x0000
10.608443083333333,0,0x6004,0xFFFF
10.608456666666667,0,0x2727,0x0000
10.608470125000000,0,0x2005,0xFFFF
10.608483291666667,0,0xC0C0,0xFFFF
10.608496458333333,0,0x2006,0xFFFF
10.608509625000000,0,0x0000,0xFFFF
10.608522791666667,0,0x2007,0xFFFF
10.608535916666666,0,0x0000,0xFFFF
10.608549083333333,0,0x2008,0xFFFF
10.608562375000000,0,0x0000,0xFFFF
10.608575583333334,0,0x2009,0xFFFF
10.608588875000001,0,0x0000,0xFFFF
10.608601999999999,0,0x200A,0xFFFF
10.608615125000000,0,0x4040,0xFFFF
10.608628250000001,0,0x6004,0xFFFF
10.608641666666667,0,0x2828,0x0000
10.608655250000000,0,0x6004,0xFFFF
10.608668750000000,0,0x2929,0x0000
10.608686791666667,0,0x2005,0xFFFF
10.608700375000000,0,0xC0C0,0xFFFF
10.608725458333334,0,0x2006,0xFFFF
10.608739000000000,0,0x0000,0xFFFF
10.608752333333333,0,0x2007,0xFFFF
10.608765500000001,0,0x0000,0xFFFF
10.608778791666667,0,0x2008,0xFFFF
10.608791958333333,0,0x0000,0xFFFF
10.608805083333333,0,0x2009,0xFFFF
10.608818250000001,0,0x0000,0xFFFF
10.608831541666667,0,0x200A,0xFFFF
10.608844749999999,0,0x4141,0xFFFF
10.608857958333333,0,0x6004,0xFFFF
10.608871416666666,0,0x2A2A,0x0000
10.608885000000001,0,0x6004,0xFFFF
10.608898375000001,0,0x2B2B,0x0000
10.608911833333334,0,0x2005,0xFFFF
10.608924875000000,0,0xC0C0,0xFFFF
10.608938083333333,0,0x2006,0xFFFF
10.608951125000001,0,0x0000,0xFFFF
10.608964291666666,0,0x2007,0xFFFF
10.608977458333333,0,0x0000,0xFFFF
10.608990708333334,0,0x2008,0xFFFF
10.609003833333333,0,0x0000,0xFFFF
10.609017000000000,0,0x2009,0xFFFF
10.609030083333334,0,0x0000,0xFFFF
10.609043166666666,0,0x200A,0xFFFF
10.609056416666666,0,0x4242,0xFFFF
10.609069750000000,0,0x6004,0xFFFF
10.609083375000001,0,0x2C2C,0x0000
10.609097000000000,0,0x6004,0xFFFF
10.609110541666666,0,0x2D2D,0x0000
10.609124041666666,0,0x2005,0xFFFF
10.609137166666667,0,0xC0C0,0xFFFF
10.609150250000001,0,0x2006,0xFFFF
10.609163375000000,0,0x0000,0xFFFF
10.609176583333333,0,0x2007,0xFFFF
10.609189750000001,0,0x0000,0xFFFF
10.609203041666667,0,0x2008,0xFFFF
10.609216208333333,0,0x0000,0xFFFF
10.609229208333334,0,0x2009,0xFFFF
10.609242291666666,0,0x0000,0xFFFF
10.609255458333333,0,0x200A,0xFFFF
10.609268625000000,0,0x4343,0xFFFF
10.609282000000000,0,0x6004,0xFFFF
10.609295625000000,0,0x2E2E,0x0000
10.609309166666666,0,0x6004,0xFFFF
10.609322750000000,0,0x2F2F,0x0000
10.609336458333333,0,0x2005,0xFFFF
10.609349874999999,0,0xC0C0,0xFFFF
10.609363208333333,0,0x2006,0xFFFF
10.609376333333334,0,0x0000,0xFFFF
10.609389583333334,0,0x2007,0xFFFF
10.609402791666668,0,0x0000,0xFFFF
10.609416083333333,0,0x2008,0xFFFF
10.609434458333334,0,0x0000,0xFFFF
10.609448333333333,0,0x2009,0xFFFF
10.609461749999999,0,0x0000,0xFFFF
10.609475000000000,0,0x200A,0xFFFF
10.609488166666667,0,0x4444,0xFFFF
10.609501375000001,0,0x6004,0xFFFF
10.609515000000000,0,0x3030,0x0000
10.609528791666667,0,0x6004,0xFFFF
10.609542333333334,0,0x3131,0x0000
10.609555958333333,0,0x2005,0xFFFF
10.609569166666667,0,0xA0A0,0xFFFF
10.609582333333334,0,0x2006,0xFFFF
10.609595458333333,0,0x0000,0xFFFF
10.609608750000000,0,0x2007,0xFFFF
10.609621958333333,0,0x0000,0xFFFF
10.609635250000000,0,0x2008,0xFFFF
10.609648375000001,0,0x0000,0xFFFF
10.609661583333333,0,0x2009,0xFFFF
10.609674708333333,0,0x0000,0xFFFF
10.609687916666667,0,0x200A,0xFFFF
