+--------+---------+----------------+------------+----------+
| OPCODE | CHANNEL |      REG       | RAW OPCODE | RAW DATA |
|  READ  |    0    |    RAMSTAT     |   0x6004   |   0x0    |
| WRITE  |    0    |  RAM_ADDR_HI   |   0x2005   |  0xa0a0  |
| WRITE  |    0    |  RAM_ADDR_LO   |   0x200a   |  0x4f4f  |
|  READ  |    0    |    RAMSTAT     |   0x6004   |   0x0    |
|  READ  |    0    |  RAM_DATA_B3   |   0x6009   |  0x1b1b  |
|  READ  |    0    |  RAM_DATA_B2   |   0x6008   |  0x6464  |
|  READ  |    0    |  RAM_DATA_B1   |   0x6007   |  0x5050  |
|  READ  |    0    |  RAM_DATA_B0   |   0x6006   |   0x0    |
|  READ  |    0    |    RAMSTAT     |   0x6004   |   0x0    |
| WRITE  |    0    |  RAM_ADDR_HI   |   0x2005   |  0xa0a0  |
| WRITE  |    0    |  RAM_ADDR_LO   |   0x200a   |  0x4f4f  |
|  READ  |    0    |    RAMSTAT     |   0x6004   |   0x0    |
|  READ  |    0    |  RAM_DATA_B3   |   0x6009   |  0x1b1b  |
|  READ  |    0    |  RAM_DATA_B2   |   0x6008   |  0x8080  |
|  READ  |    0    |  RAM_DATA_B1   |   0x6007   |  0x5050  |
|  READ  |    0    |  RAM_DATA_B0   |   0x6006   |   0x0    |
|  READ  |    0    |    RAMSTAT     |   0x6004   |   0x0    |
| WRITE  |    0    |  RAM_ADDR_HI   |   0x2005   |  0xa0a0  |
| WRITE  |    0    |  RAM_ADDR_LO   |   0x200a   |  0x4f4f  |
|  READ  |    0    |    RAMSTAT     |   0x6004   |   0x0    |
|  READ  |    0    |  RAM_DATA_B3   |   0x6009   |  0x1b1b  |
|  READ  |    0    |  RAM_DATA_B2   |   0x6008   |  0xa0a0  |
|  READ  |    0    |  RAM_DATA_B1   |   0x6007   |  0x5050  |
|  READ  |    0    |  RAM_DATA_B0   |   0x6006   |   0x0    |
|  READ  |    0    |    RAMSTAT     |   0x6004   |   0x0    |
| WRITE  |    0    |  RAM_ADDR_HI   |   0x2005   |  0xa0a0  |
| WRITE  |    0    |  RAM_ADDR_LO   |   0x200a   |  0x4f4f  |
|  READ  |    0    |    RAMSTAT     |   0x6004   |   0x0    |
|  READ  |    0    |  RAM_DATA_B3   |   0x6009   |  0x1b1b  |
|  READ  |    0    |  RAM_DATA_B2   |   0x6008   |  0xc0c0  |
|  READ  |    0    |  RAM_DATA_B1   |   0x6007   |  0x5050  |
|  READ  |    0    |  RAM_DATA_B0   |   0x6006   |   0x0    |
|  READ  |    0    |    RAMSTAT     |   0x6004   |   0x0    |
| WRITE  |    0    |  RAM_ADDR_HI   |   0x2005   |  0xa0a0  |
| WRITE  |    0    |  RAM_ADDR_LO   |   0x200a   |  0x4f4f  |
|  READ  |    0    |    RAMSTAT     |   0x6004   |   0x0    |
|  READ  |    0    |  RAM_DATA_B3   |   0x6009   |  0x3333  |
|  READ  |    0    |  RAM_DATA_B2   |   0x6008   |  0xa0a0  |
|  READ  |    0    |  RAM_DATA_B1   |   0x6007   |  0x5050  |
|  READ  |    0    |  RAM_DATA_B0   |   0x6006   |   0x0    |
|  READ  |    0    |    RAMSTAT     |   0x6004   |   0x0    |
| WRITE  |    0    |  RAM_ADDR_HI   |   0x2005   |  0xa0a0  |
| WRITE  |    0    |  RAM_ADDR_LO   |   0x200a   |  0x4f4f  |
|  READ  |    0    |    RAMSTAT     |   0x6004   |   0x0    |
|  READ  |    0    |  RAM_DATA_B3   |   0x6009   |  0x2929  |
|  READ  |    0    |  RAM_DATA_B2   |   0x6008   |  0xe0e0  |
|  READ  |    0    |  RAM_DATA_B1   |   0x6007   |  0x5050  |
|  READ  |    0    |  RAM_DATA_B0   |   0x6006   |   0x0    |
|  READ  |    0    |    RAMSTAT     |   0x6004   |   0x0    |
| WRITE  |    0    |  RAM_ADDR_HI   |   0x2005   |  0xa0a0  |
| WRITE  |    0    |  RAM_ADDR_LO   |   0x200a   |  0x4f4f  |
|  READ  |    0    |    RAMSTAT     |   0x6004   |   0x0    |
|  READ  |    0    |  RAM_DATA_B3   |   0x6009   |  0x2a2a  |
|  READ  |    0    |  RAM_DATA_B2   |   0x6008   |   0x0    |
|  READ  |    0    |  RAM_DATA_B1   |   0x6007   |  0x5050  |
|  READ  |    0    |  RAM_DATA_B0   |   0x6006   |   0x0    |
|  READ  |    0    |    RAMSTAT     |   0x6004   |   0x0    |
| WRITE  |    0    |  RAM_ADDR_HI   |   0x2005   |  0xa0a0  |
| WRITE  |    0    |  RAM_ADDR_LO   |   0x200a   |  0x4f4f  |
|  READ  |    0    |    RAMSTAT     |   0x6004   |   0x0    |
|  READ  |    0    |  RAM_DATA_B3   |   0x6009   |  0x2a2a  |
|  READ  |    0    |  RAM_DATA_B2   |   0x6008   |  0x2020  |
|  READ  |    0    |  RAM_DATA_B1   |   0x6007   |  0x5050  |
|  READ  |    0    |  RAM_DATA_B0   |   0x6006   |   0x0    |
|  READ  |    0    |    RAMSTAT     |   0x6004   |   0x0    |
| WRITE  |    0    |  RAM_ADDR_HI   |   0x2005   |  0xa0a0  |
| WRITE  |    0    |  RAM_ADDR_LO   |   0x200a   |  0x4f4f  |
|  READ  |    0    |    RAMSTAT     |   0x6004   |   0x0    |
|  READ  |    0    |  RAM_DATA_B3   |   0x6009   |  0x2a2a  |
|  READ  |    0    |  RAM_DATA_B2   |   0x6008   |  0x4040  |
|  READ  |    0    |  RAM_DATA_B1   |   0x6007   |  0x5050  |
|  READ  |    0    |  RAM_DATA_B0   |   0x6006   |   0x0    |
|  READ  |    0    |    RAMSTAT     |   0x6004   |   0x0    |
| WRITE  |    0    |  RAM_ADDR_HI   |   0x2005   |  0xa0a0  |
| WRITE  |    0    |  RAM_ADDR_LO   |   0x200a   |  0x4f4f  |
|  READ  |    0    |    RAMSTAT     |   0x6004   |   0x0    |
|  READ  |    0    |  RAM_DATA_B3   |   0x6009   |  0x2a2a  |
|  READ  |    0    |  RAM_DATA_B2   |   0x6008   |  0x6060  |
|  READ  |    0    |  RAM_DATA_B1   |   0x6007   |  0x5050  |
|  READ  |    0    |  RAM_DATA_B0   |   0x6006   |   0x0    |
|  READ  |    0    |    RAMSTAT     |   0x6004   |   0x0    |
| WRITE  |    0    |  RAM_ADDR_HI   |   0x2005   |  0xa0a0  |
| WRITE  |    0    |  RAM_ADDR_LO   |   0x200a   |  0x4f4f  |
|  READ  |    0    |    RAMSTAT     |   0x6004   |   0x0    |
|  READ  |    0    |  RAM_DATA_B3   |   0x6009   |  0x2a2a  |
|  READ  |    0    |  RAM_DATA_B2   |   0x6008   |  0x8080  |
|  READ  |    0    |  RAM_DATA_B1   |   0x6007   |  0x5050  |
|  READ  |    0    |  RAM_DATA_B0   |   0x6006   |   0x0    |
|  READ  |    0    |    RAMSTAT     |   0x6004   |   0x0    |
| WRITE  |    0    |  RAM_ADDR_HI   |   0x2005   |  0xa0a0  |
| WRITE  |    0    |  RAM_ADDR_LO   |   0x200a   |  0x4f4f  |
|  READ  |    0    |    RAMSTAT     |   0x6004   |   0x0    |
|  READ  |    0    |  RAM_DATA_B3   |   0x6009   |  0x2a2a  |
|  READ  |    0    |  RAM_DATA_B2   |   0x6008   |  0xa0a0  |
|  READ  |    0    |  RAM_DATA_B1   |   0x6007   |  0x5050  |
|  READ  |    0    |  RAM_DATA_B0   |   0x6006   |   0x0    |
|  READ  |    0    |    RAMSTAT     |   0x6004   |   0x0    |
| WRITE  |    0    |  RAM_ADDR_HI   |   0x2005   |  0xa0a0  |
| WRITE  |    0    |  RAM_ADDR_LO   |   0x200a   |  0x4f4f  |
|  READ  |    0    |    RAMSTAT     |   0x6004   |   0x0    |
|  READ  |    0    |  RAM_DATA_B3   |   0x6009   |  0x7f7f  |
|  READ  |    0    |  RAM_DATA_B2   |   0x6008   |  0xe0e0  |
|  READ  |    0    |  RAM_DATA_B1   |   0x6007   |  0x5050  |
|  READ  |    0    |  RAM_DATA_B0   |   0x6006   |   0x0    |
|  READ  |    0    |    RAMSTAT     |   0x6004   |   0x0    |
| WRITE  |    0    |  RAM_ADDR_HI   |   0x2005   |  0xa0a0  |
| WRITE  |    0    |  RAM_ADDR_LO   |   0x200a   |  0x4f4f  |
|  READ  |    0    |    RAMSTAT     |   0x6004   |   0x0    |
|  READ  |    0    |  RAM_DATA_B3   |   0x6009   |  0x1c1c  |
|  READ  |    0    |  RAM_DATA_B2   |   0x6008   |  0xc8c8  |
|  READ  |    0    |  RAM_DATA_B1   |   0x6007   |  0x5050  |
|  READ  |    0    |  RAM_DATA_B0   |   0x6006   |   0x0    |
|  READ  |    0    |    RAMSTAT     |   0x6004   |   0x0    |
| WRITE  |    0    |  RAM_ADDR_HI   |   0x2005   |  0xa0a0  |
| WRITE  |    0    |  RAM_ADDR_LO   |   0x200a   |  0x4f4f  |
|  READ  |    0    |    RAMSTAT     |   0x6004   |   0x0    |
|  READ  |    0    |  RAM_DATA_B3   |   0x6009   |  0x1c1c  |
|  READ  |    0    |  RAM_DATA_B2   |   0x6008   |  0x6666  |
|  READ  |    0    |  RAM_DATA_B1   |   0x6007   |  0x1010  |
|  READ  |    0    |  RAM_DATA_B0   |   0x6006   |   0x0    |
|  READ  |    0    |    RAMSTAT     |   0x6004   |   0x0    |
| WRITE  |    0    |  RAM_ADDR_HI   |   0x2005   |  0xa0a0  |
| WRITE  |    0    |  RAM_ADDR_LO   |   0x200a   |  0x4f4f  |
|  READ  |    0    |    RAMSTAT     |   0x6004   |   0x0    |
|  READ  |    0    |  RAM_DATA_B3   |   0x6009   |  0x2f2f  |
|  READ  |    0    |  RAM_DATA_B2   |   0x6008   |  0xa8a8  |
|  READ  |    0    |  RAM_DATA_B1   |   0x6007   |  0x3030  |
|  READ  |    0    |  RAM_DATA_B0   |   0x6006   |   0x0    |
|  READ  |    0    |    RAMSTAT     |   0x6004   |   0x0    |
| WRITE  |    0    |  RAM_ADDR_HI   |   0x2005   |  0xa0a0  |
| WRITE  |    0    |  RAM_ADDR_LO   |   0x200a   |  0x4f4f  |
|  READ  |    0    |    RAMSTAT     |   0x6004   |   0x0    |
|  READ  |    0    |  RAM_DATA_B3   |   0x6009   |  0x1c1c  |
|  READ  |    0    |  RAM_DATA_B2   |   0x6008   |  0x6060  |
|  READ  |    0    |  RAM_DATA_B1   |   0x6007   |  0x5050  |
|  READ  |    0    |  RAM_DATA_B0   |   0x6006   |   0x0    |
|  READ  |    0    |    RAMSTAT     |   0x6004   |   0x0    |
| WRITE  |    0    |  RAM_ADDR_HI   |   0x2005   |  0xa0a0  |
| WRITE  |    0    |  RAM_ADDR_LO   |   0x200a   |  0x4f4f  |
|  READ  |    0    |    RAMSTAT     |   0x6004   |   0x0    |
|  READ  |    0    |  RAM_DATA_B3   |   0x6009   |  0xa2a2  |
|  READ  |    0    |  RAM_DATA_B2   |   0x6008   |  0xcece  |
|  READ  |    0    |  RAM_DATA_B1   |   0x6007   |  0x5050  |
|  READ  |    0    |  RAM_DATA_B0   |   0x6006   |   0x0    |
|  READ  |    0    |    RAMSTAT     |   0x6004   |   0x0    |
| WRITE  |    0    |  RAM_ADDR_HI   |   0x2005   |  0xa0a0  |
| WRITE  |    0    |  RAM_ADDR_LO   |   0x200a   |  0x4f4f  |
|  READ  |    0    |    RAMSTAT     |   0x6004   |   0x0    |
|  READ  |    0    |  RAM_DATA_B3   |   0x6009   |  0xadad  |
|  READ  |    0    |  RAM_DATA_B2   |   0x6008   |  0x6c6c  |
|  READ  |    0    |  RAM_DATA_B1   |   0x6007   |  0x3030  |
|  READ  |    0    |  RAM_DATA_B0   |   0x6006   |   0x0    |
|  READ  |    0    |    RAMSTAT     |   0x6004   |   0x0    |
| WRITE  |    0    |  RAM_ADDR_HI   |   0x2005   |  0xa0a0  |
| WRITE  |    0    |  RAM_ADDR_LO   |   0x200a   |  0x4f4f  |
|  READ  |    0    |    RAMSTAT     |   0x6004   |   0x0    |
|  READ  |    0    |  RAM_DATA_B3   |   0x6009   |  0x1b1b  |
|  READ  |    0    |  RAM_DATA_B2   |   0x6008   |  0x4646  |
|  READ  |    0    |  RAM_DATA_B1   |   0x6007   |  0x1010  |
|  READ  |    0    |  RAM_DATA_B0   |   0x6006   |   0x0    |
|  READ  |    0    |    RAMSTAT     |   0x6004   |   0x0    |
| WRITE  |    0    |  RAM_ADDR_HI   |   0x2005   |  0xa0a0  |
| WRITE  |    0    |  RAM_ADDR_LO   |   0x200a   |  0x4f4f  |
|  READ  |    0    |    RAMSTAT     |   0x6004   |   0x0    |
|  READ  |    0    |  RAM_DATA_B3   |   0x6009   |  0x1c1c  |
|  READ  |    0    |  RAM_DATA_B2   |   0x6008   |  0x6060  |
|  READ  |    0    |  RAM_DATA_B1   |   0x6007   |   0x0    |
|  READ  |    0    |  RAM_DATA_B0   |   0x6006   |   0x0    |
|  READ  |    0    |    RAMSTAT     |   0x6004   |   0x0    |
| WRITE  |    0    |  RAM_ADDR_HI   |   0x2005   |  0xa0a0  |
| WRITE  |    0    |  RAM_ADDR_LO   |   0x200a   |  0x4f4f  |
|  READ  |    0    |    RAMSTAT     |   0x6004   |   0x0    |
|  READ  |    0    |  RAM_DATA_B3   |   0x6009   |  0x1b1b  |
|  READ  |    0    |  RAM_DATA_B2   |   0x6008   |  0x6666  |
|  READ  |    0    |  RAM_DATA_B1   |   0x6007   |  0x3030  |
|  READ  |    0    |  RAM_DATA_B0   |   0x6006   |   0x0    |
|  READ  |    0    |    RAMSTAT     |   0x6004   |   0x0    |
| WRITE  |    0    |  RAM_ADDR_HI   |   0x2005   |  0xa0a0  |
| WRITE  |    0    |  RAM_ADDR_LO   |   0x200a   |  0x4f4f  |
|  READ  |    0    |    RAMSTAT     |   0x6004   |   0x0    |
|  READ  |    0    |  RAM_DATA_B3   |   0x6009   |  0x6969  |
|  READ  |    0    |  RAM_DATA_B2   |   0x6008   |  0x8a8a  |
|  READ  |    0    |  RAM_DATA_B1   |   0x6007   |  0x3030  |
|  READ  |    0    |  RAM_DATA_B0   |   0x6006   |   0x0    |
|  READ  |    0    |    RAMSTAT     |   0x6004   |   0x0    |
| WRITE  |    0    |  RAM_ADDR_HI   |   0x2005   |  0xa0a0  |
| WRITE  |    0    |  RAM_ADDR_LO   |   0x200a   |  0x4f4f  |
|  READ  |    0    |    RAMSTAT     |   0x6004   |   0x0    |
|  READ  |    0    |  RAM_DATA_B3   |   0x6009   |  0xa1a1  |
|  READ  |    0    |  RAM_DATA_B2   |   0x6008   |  0x2626  |
|  READ  |    0    |  RAM_DATA_B1   |   0x6007   |   0x0    |
|  READ  |    0    |  RAM_DATA_B0   |   0x6006   |   0x0    |
|  READ  |    0    |    RAMSTAT     |   0x6004   |   0x0    |
| WRITE  |    0    |  RAM_ADDR_HI   |   0x2005   |  0xa0a0  |
| WRITE  |    0    |  RAM_ADDR_LO   |   0x200a   |  0x4f4f  |
|  READ  |    0    |    RAMSTAT     |   0x6004   |   0x0    |
|  READ  |    0    |  RAM_DATA_B3   |   0x6009   |  0x1b1b  |
|  READ  |    0    |  RAM_DATA_B2   |   0x6008   |  0x6666  |
|  READ  |    0    |  RAM_DATA_B1   |   0x6007   |  0xa0a0  |
|  READ  |    0    |  RAM_DATA_B0   |   0x6006   |   0x0    |
|  READ  |    0    |    RAMSTAT     |   0x6004   |   0x0    |
| WRITE  |    0    |  RAM_ADDR_HI   |   0x2005   |  0xa0a0  |
| WRITE  |    0    |  RAM_ADDR_LO   |   0x200a   |  0x4f4f  |
|  READ  |    0    |    RAMSTAT     |   0x6004   |   0x0    |
|  READ  |    0    |  RAM_DATA_B3   |   0x6009   |  0x707   |
|  READ  |    0    |  RAM_DATA_B2   |   0x6008   |  0x6060  |
|  READ  |    0    |  RAM_DATA_B1   |   0x6007   |  0x5050  |
|  READ  |    0    |  RAM_DATA_B0   |   0x6006   |   0x0    |
|  READ  |    0    |    RAMSTAT     |   0x6004   |   0x0    |
| WRITE  |    0    |  RAM_ADDR_HI   |   0x2005   |  0xa0a0  |
| WRITE  |    0    |  RAM_ADDR_LO   |   0x200a   |  0x4f4f  |
|  READ  |    0    |    RAMSTAT     |   0x6004   |   0x0    |
|  READ  |    0    |  RAM_DATA_B3   |   0x6009   |  0x1b1b  |
|  READ  |    0    |  RAM_DATA_B2   |   0x6008   |  0x4646  |
|  READ  |    0    |  RAM_DATA_B1   |   0x6007   |  0x4040  |
|  READ  |    0    |  RAM_DATA_B0   |   0x6006   |   0x0    |
|  READ  |    0    |    RAMSTAT     |   0x6004   |   0x0    |
| WRITE  |    0    |  RAM_ADDR_HI   |   0x2005   |  0xa0a0  |
| WRITE  |    0    |  RAM_ADDR_LO   |   0x200a   |  0x4f4f  |
|  READ  |    0    |    RAMSTAT     |   0x6004   |   0x0    |
|  READ  |    0    |  RAM_DATA_B3   |   0x6009   |  0x1b1b  |
|  READ  |    0    |  RAM_DATA_B2   |   0x6008   |  0x4040  |
|  READ  |    0    |  RAM_DATA_B1   |   0x6007   |   0x0    |
|  READ  |    0    |  RAM_DATA_B0   |   0x6006   |   0x0    |
|  READ  |    0    |    RAMSTAT     |   0x6004   |   0x0    |
| WRITE  |    0    |  RAM_ADDR_HI   |   0x2005   |  0xa0a0  |
| WRITE  |    0    |  RAM_ADDR_LO   |   0x200a   |  0x4f4f  |
|  READ  |    0    |    RAMSTAT     |   0x6004   |   0x0    |
|  READ  |    0    |  RAM_DATA_B3   |   0x6009   |  0x707   |
|  READ  |    0    |  RAM_DATA_B2   |   0x6008   |  0x6666  |
|  READ  |    0    |  RAM_DATA_B1   |   0x6007   |  0x3030  |
|  READ  |    0    |  RAM_DATA_B0   |   0x6006   |   0x0    |
|  READ  |    0    |    RAMSTAT     |   0x6004   |   0x0    |
| WRITE  |    0    |  RAM_ADDR_HI   |   0x2005   |  0xa0a0  |
| WRITE  |    0    |  RAM_ADDR_LO   |   0x200a   |  0x4f4f  |
|  READ  |    0    |    RAMSTAT     |   0x6004   |   0x0    |
|  READ  |    0    |  RAM_DATA_B3   |   0x6009   |  0x1b1b  |
|  READ  |    0    |  RAM_DATA_B2   |   0x6008   |  0xa6a6  |
|  READ  |    0    |  RAM_DATA_B1   |   0x6007   |  0x3030  |
|  READ  |    0    |  RAM_DATA_B0   |   0x6006   |   0x0    |
|  READ  |    0    |    RAMSTAT     |   0x6004   |   0x0    |
| WRITE  |    0    |  RAM_ADDR_HI   |   0x2005   |  0xa0a0  |
| WRITE  |    0    |  RAM_ADDR_LO   |   0x200a   |  0x4f4f  |
|  READ  |    0    |    RAMSTAT     |   0x6004   |   0x0    |
|  READ  |    0    |  RAM_DATA_B3   |   0x6009   |  0x1b1b  |
|  READ  |    0    |  RAM_DATA_B2   |   0x6008   |  0x6060  |
|  READ  |    0    |  RAM_DATA_B1   |   0x6007   |   0x0    |
|  READ  |    0    |  RAM_DATA_B0   |   0x6006   |   0x0    |
|  READ  |    0    |    RAMSTAT     |   0x6004   |   0x0    |
| WRITE  |    0    |  RAM_ADDR_HI   |   0x2005   |  0xa0a0  |
| WRITE  |    0    |  RAM_ADDR_LO   |   0x200a   |  0x4f4f  |
|  READ  |    0    |    RAMSTAT     |   0x6004   |   0x0    |
|  READ  |    0    |  RAM_DATA_B3   |   0x6009   |  0x1b1b  |
|  READ  |    0    |  RAM_DATA_B2   |   0x6008   |  0x6666  |
|  READ  |    0    |  RAM_DATA_B1   |   0x6007   |  0x4040  |
|  READ  |    0    |  RAM_DATA_B0   |   0x6006   |   0x0    |
|  READ  |    0    |    RAMSTAT     |   0x6004   |   0x0    |
| WRITE  |    0    |  RAM_ADDR_HI   |   0x2005   |  0xa0a0  |
| WRITE  |    0    |  RAM_ADDR_LO   |   0x200a   |  0x4f4f  |
|  READ  |    0    |    RAMSTAT     |   0x6004   |   0x0    |
|  READ  |    0    |  RAM_DATA_B3   |   0x6009   |  0x3d3d  |
|  READ  |    0    |  RAM_DATA_B2   |   0x6008   |  0x808   |
|  READ  |    0    |  RAM_DATA_B1   |   0x6007   |  0x5050  |
|  READ  |    0    |  RAM_DATA_B0   |   0x6006   |   0x0    |
|  READ  |    0    |    RAMSTAT     |   0x6004   |   0x0    |
| WRITE  |    0    |  RAM_ADDR_HI   |   0x2005   |  0xa0a0  |
| WRITE  |    0    |  RAM_ADDR_LO   |   0x200a   |  0x4f4f  |
|  READ  |    0    |    RAMSTAT     |   0x6004   |   0x0    |
|  READ  |    0    |  RAM_DATA_B3   |   0x6009   |  0x8080  |
|  READ  |    0    |  RAM_DATA_B2   |   0x6008   |   0x0    |
|  READ  |    0    |  RAM_DATA_B1   |   0x6007   |  0xa0a0  |
|  READ  |    0    |  RAM_DATA_B0   |   0x6006   |   0x0    |
|  READ  |    0    |    RAMSTAT     |   0x6004   |   0x0    |
| WRITE  |    0    |  RAM_ADDR_HI   |   0x2005   |  0xa0a0  |
| WRITE  |    0    |  RAM_ADDR_LO   |   0x200a   |  0x4f4f  |
|  READ  |    0    |    RAMSTAT     |   0x6004   |   0x0    |
|  READ  |    0    |  RAM_DATA_B3   |   0x6009   |  0x1b1b  |
|  READ  |    0    |  RAM_DATA_B2   |   0x6008   |  0xc0c0  |
|  READ  |    0    |  RAM_DATA_B1   |   0x6007   |  0x8080  |
|  READ  |    0    |  RAM_DATA_B0   |   0x6006   |   0x0    |
|  READ  |    0    |    RAMSTAT     |   0x6004   |   0x0    |
| WRITE  |    0    |  RAM_ADDR_HI   |   0x2005   |  0xa0a0  |
| WRITE  |    0    |  RAM_ADDR_LO   |   0x200a   |  0x4f4f  |
|  READ  |    0    |    RAMSTAT     |   0x6004   |   0x0    |
|  READ  |    0    |  RAM_DATA_B3   |   0x6009   |  0x1b1b  |
|  READ  |    0    |  RAM_DATA_B2   |   0x6008   |  0xa0a0  |
|  READ  |    0    |  RAM_DATA_B1   |   0x6007   |  0x5050  |
|  READ  |    0    |  RAM_DATA_B0   |   0x6006   |   0x0    |
|  READ  |    0    |    RAMSTAT     |   0x6004   |   0x0    |
| WRITE  |    0    |  RAM_ADDR_HI   |   0x2005   |  0xa0a0  |
| WRITE  |    0    |  RAM_ADDR_LO   |   0x200a   |  0x4f4f  |
|  READ  |    0    |    RAMSTAT     |   0x6004   |   0x0    |
|  READ  |    0    |  RAM_DATA_B3   |   0x6009   |  0x1b1b  |
|  READ  |    0    |  RAM_DATA_B2   |   0x6008   |  0x8686  |
|  READ  |    0    |  RAM_DATA_B1   |   0x6007   |  0x5050  |
|  READ  |    0    |  RAM_DATA_B0   |   0x6006   |   0x0    |
|  READ  |    0    |    RAMSTAT     |   0x6004   |   0x0    |
| WRITE  |    0    |  RAM_ADDR_HI   |   0x2005   |  0xa0a0  |
| WRITE  |    0    |  RAM_ADDR_LO   |   0x200a   |  0x4f4f  |
|  READ  |    0    |    RAMSTAT     |   0x6004   |   0x0    |
|  READ  |    0    |  RAM_DATA_B3   |   0x6009   |  0x1b1b  |
|  READ  |    0    |  RAM_DATA_B2   |   0x6008   |  0xc6c6  |
|  READ  |    0    |  RAM_DATA_B1   |   0x6007   |  0x2020  |
|  READ  |    0    |  RAM_DATA_B0   |   0x6006   |   0x0    |
|  READ  |    0    |    RAMSTAT     |   0x6004   |   0x0    |
| WRITE  |    0    |  RAM_ADDR_HI   |   0x2005   |  0xa0a0  |
| WRITE  |    0    |  RAM_ADDR_LO   |   0x200a   |  0x4f4f  |
|  READ  |    0    |    RAMSTAT     |   0x6004   |   0x0    |
|  READ  |    0    |  RAM_DATA_B3   |   0x6009   |  0x8080  |
|  READ  |    0    |  RAM_DATA_B2   |   0x6008   |   0x0    |
|  READ  |    0    |  RAM_DATA_B1   |   0x6007   |  0x3030  |
|  READ  |    0    |  RAM_DATA_B0   |   0x6006   |   0x0    |
|  READ  |    0    |    RAMSTAT     |   0x6004   |   0x0    |
| WRITE  |    0    |  RAM_ADDR_HI   |   0x2005   |  0xa0a0  |
| WRITE  |    0    |  RAM_ADDR_LO   |   0x200a   |  0x4f4f  |
|  READ  |    0    |    RAMSTAT     |   0x6004   |   0x0    |
|  READ  |    0    |  RAM_DATA_B3   |   0x6009   |  0x1b1b  |
|  READ  |    0    |  RAM_DATA_B2   |   0x6008   |  0x8080  |
|  READ  |    0    |  RAM_DATA_B1   |   0x6007   |  0x5050  |
|  READ  |    0    |  RAM_DATA_B0   |   0x6006   |   0x0    |
|  READ  |    0    |    RAMSTAT     |   0x6004   |   0x0    |
| WRITE  |    0    |  RAM_ADDR_HI   |   0x2005   |  0xa0a0  |
| WRITE  |    0    |  RAM_ADDR_LO   |   0x200a   |  0x4f4f  |
|  READ  |    0    |    RAMSTAT     |   0x6004   |   0x0    |
|  READ  |    0    |  RAM_DATA_B3   |   0x6009   |  0x8080  |
|  READ  |    0    |  RAM_DATA_B2   |   0x6008   |   0x0    |
|  READ  |    0    |  RAM_DATA_B1   |   0x6007   |  0x6060  |
|  READ  |    0    |  RAM_DATA_B0   |   0x6006   |   0x0    |
|  READ  |    0    |    RAMSTAT     |   0x6004   |   0x0    |
| WRITE  |    0    |  RAM_ADDR_HI   |   0x2005   |  0xa0a0  |
| WRITE  |    0    |  RAM_ADDR_LO   |   0x200a   |  0x4f4f  |
|  READ  |    0    |    RAMSTAT     |   0x6004   |   0x0    |
|  READ  |    0    |  RAM_DATA_B3   |   0x6009   |  0x8080  |
|  READ  |    0    |  RAM_DATA_B2   |   0x6008   |   0x0    |
|  READ  |    0    |  RAM_DATA_B1   |   0x6007   |  0x6060  |
|  READ  |    0    |  RAM_DATA_B0   |   0x6006   |   0x0    |
|  READ  |    0    |    RAMSTAT     |   0x6004   |   0x0    |
| WRITE  |    0    |  RAM_ADDR_HI   |   0x2005   |  0xa0a0  |
| WRITE  |    0    |  RAM_ADDR_LO   |   0x200a   |  0x4f4f  |
|  READ  |    0    |    RAMSTAT     |   0x6004   |   0x0    |
|  READ  |    0    |  RAM_DATA_B3   |   0x6009   |  0x1c1c  |
|  READ  |    0    |  RAM_DATA_B2   |   0x6008   |  0x2020  |
|  READ  |    0    |  RAM_DATA_B1   |   0x6007   |  0x5050  |
|  READ  |    0    |  RAM_DATA_B0   |   0x6006   |   0x0    |
|  READ  |    0    |    RAMSTAT     |   0x6004   |   0x0    |
| WRITE  |    0    |  RAM_ADDR_HI   |   0x2005   |  0xa0a0  |
| WRITE  |    0    |  RAM_ADDR_LO   |   0x200a   |  0x4f4f  |
|  READ  |    0    |    RAMSTAT     |   0x6004   |   0x0    |
|  READ  |    0    |  RAM_DATA_B3   |   0x6009   |  0x202   |
|  READ  |    0    |  RAM_DATA_B2   |   0x6008   |  0xeeee  |
|  READ  |    0    |  RAM_DATA_B1   |   0x6007   |  0x5050  |
|  READ  |    0    |  RAM_DATA_B0   |   0x6006   |   0x0    |
|  READ  |    0    |    RAMSTAT     |   0x6004   |   0x0    |
| WRITE  |    0    |  RAM_ADDR_HI   |   0x2005   |  0xa0a0  |
| WRITE  |    0    |  RAM_ADDR_LO   |   0x200a   |  0x4f4f  |
|  READ  |    0    |    RAMSTAT     |   0x6004   |   0x0    |
|  READ  |    0    |  RAM_DATA_B3   |   0x6009   |  0x909   |
|  READ  |    0    |  RAM_DATA_B2   |   0x6008   |  0xcccc  |
|  READ  |    0    |  RAM_DATA_B1   |   0x6007   |  0x2020  |
|  READ  |    0    |  RAM_DATA_B0   |   0x6006   |   0x0    |
|  READ  |    0    |    RAMSTAT     |   0x6004   |   0x0    |
| WRITE  |    0    |  RAM_ADDR_HI   |   0x2005   |  0xa0a0  |
| WRITE  |    0    |  RAM_ADDR_LO   |   0x200a   |  0x4f4f  |
|  READ  |    0    |    RAMSTAT     |   0x6004   |   0x0    |
|  READ  |    0    |  RAM_DATA_B3   |   0x6009   |  0x2222  |
