+-----------+---------+----------------+----------+------------+----------+
|   OPCODE  | CHANNEL |      REG       | RAM_ADDR |  RAW_DATA  | DELAY_MS |
| RAM-WRITE |    0    |                |  0x54f   | 0x451ca00  |  0.281   |
| RAM-WRITE |    0    |                |  0x54f   | 0x150d8600 |  0.280   |
| RAM-WRITE |    0    |                |  0x54f   | 0x19b8c000 |  0.280   |
| RAM-WRITE |    0    |                |  0x54f   | 0x6c0c400  |  0.279   |
| RAM-WRITE |    0    |                |  0x54f   | 0x6c4c600  |  0.280   |
| RAM-WRITE |    0    |                |  0x54f   | 0x8350800  |  0.279   |
| RAM-WRITE |    0    |                |  0x54f   | 0x45dca00  |  0.279   |
| RAM-WRITE |    0    |                |  0x54f   | 0x14e98600 |  0.280   |
| RAM-WRITE |    0    |                |  0x54f   | 0x6c8c200  |  0.280   |
| RAM-WRITE |    0    |                |  0x54f   | 0x6c4c600  |  0.308   |
| RAM-WRITE |    0    |                |  0x54f   | 0x6c80a00  |  0.283   |
| RAM-WRITE |    0    |                |  0x54f   | 0x469ca00  |  0.282   |
| RAM-WRITE |    0    |                |  0x54f   | 0x15518600 |  0.281   |
| RAM-WRITE |    0    |                |  0x54f   | 0x10000400 |  0.281   |
| RAM-WRITE |    0    |                |  0x54f   | 0x6c80a00  |  0.281   |
| RAM-WRITE |    0    |                |  0x54f   | 0x451ca00  |  0.281   |
| RAM-WRITE |    0    |                |  0x54f   | 0x15518600 |  0.281   |
| RAM-WRITE |    0    |                |  0x54f   | 0x6c0c000  |  0.281   |
| RAM-WRITE |    0    |                |  0x54f   | 0x10000400 |  0.280   |
| RAM-WRITE |    0    |                |  0x54f   | 0x6c80a00  |  0.281   |
| RAM-WRITE |    0    |                |  0x54f   |  0xbdca00  |  0.281   |
| RAM-WRITE |    0    |                |  0x54f   | 0x15518600 |  0.281   |
| RAM-WRITE |    0    |                |  0x54f   | 0x329ca00  |  0.281   |
| RAM-WRITE |    0    |                |  0x54f   | 0x15518600 |  0.281   |
| RAM-WRITE |    0    |                |  0x54f   | 0x451ca00  |  0.281   |
| RAM-WRITE |    0    |                |  0x54f   | 0x150d8600 |  0.280   |
| RAM-WRITE |    0    |                |  0x54f   | 0x5f50a00  |  0.281   |
| RAM-WRITE |    0    |                |  0x54f   | 0xd34c200  |  0.281   |
| RAM-WRITE |    0    |                |  0x54f   | 0x38c0a00  |  0.281   |
| RAM-WRITE |    0    |                |  0x54f   | 0x3688000  |  0.281   |
| RAM-WRITE |    0    |                |  0x54f   | 0x36c8a00  |  0.280   |
| RAM-WRITE |    0    |                |  0x54f   | 0x3700a00  |  0.281   |
| RAM-WRITE |    0    |                |  0x54f   | 0x3740a00  |  0.281   |
| RAM-WRITE |    0    |                |  0x54f   | 0x3780a00  |  0.281   |
| RAM-WRITE |    0    |                |  0x54f   | 0x6740a00  |  0.284   |
| RAM-WRITE |    0    |                |  0x54f   | 0x53c0a00  |  0.283   |
| RAM-WRITE |    0    |                |  0x54f   | 0x5400a00  |  0.283   |
| RAM-WRITE |    0    |                |  0x54f   | 0x5440a00  |  0.281   |
| RAM-WRITE |    0    |                |  0x54f   | 0x5480a00  |  0.271   |
| RAM-WRITE |    0    |                |  0x54f   | 0x54c0a00  |  0.272   |
| RAM-WRITE |    0    |                |  0x54f   | 0x5500a00  |  0.272   |
| RAM-WRITE |    0    |                |  0x54f   | 0x5540a00  |  0.271   |
| RAM-WRITE |    0    |                |  0x54f   | 0xffc0a00  |  0.271   |
| RAM-WRITE |    0    |                |  0x54f   | 0x3990a00  |  0.271   |
| RAM-WRITE |    0    |                |  0x54f   | 0x38cc200  |  0.271   |
| RAM-WRITE |    0    |                |  0x54f   | 0x5f50600  |  0.280   |
| RAM-WRITE |    0    |                |  0x54f   | 0x38c0a00  |  0.279   |
| RAM-WRITE |    0    |                |  0x54f   | 0x1459ca00 |  0.279   |
| RAM-WRITE |    0    |                |  0x54f   | 0x15ad8600 |  0.279   |
| RAM-WRITE |    0    |                |  0x54f   | 0x368c200  |  0.280   |
| RAM-WRITE |    0    |                |  0x54f   | 0x38c0000  |  0.279   |
| RAM-WRITE |    0    |                |  0x54f   | 0x36cc600  |  0.279   |
| RAM-WRITE |    0    |                |  0x54f   | 0xd314600  |  0.279   |
| RAM-WRITE |    0    |                |  0x54f   | 0x1424c000 |  0.279   |
| RAM-WRITE |    0    |                |  0x54f   | 0x36cd400  |  0.280   |
| RAM-WRITE |    0    |                |  0x54f   |  0xec0a00  |  0.280   |
| RAM-WRITE |    0    |                |  0x54f   | 0x368c800  |  0.280   |
| RAM-WRITE |    0    |                |  0x54f   | 0x3680000  |  0.280   |
| RAM-WRITE |    0    |                |  0x54f   |  0xecc600  |  0.280   |
| RAM-WRITE |    0    |                |  0x54f   | 0x374c600  |  0.280   |
| RAM-WRITE |    0    |                |  0x54f   | 0x36c0000  |  0.279   |
| RAM-WRITE |    0    |                |  0x54f   | 0x36cc800  |  0.280   |
| RAM-WRITE |    0    |                |  0x54f   | 0x7a10a00  |  0.280   |
| RAM-WRITE |    0    |                |  0x54f   | 0x10001400 |  0.279   |
| RAM-WRITE |    0    |                |  0x54f   | 0x3781000  |  0.279   |
| RAM-WRITE |    0    |                |  0x54f   | 0x3740a00  |  0.282   |
| RAM-WRITE |    0    |                |  0x54f   | 0x370ca00  |  0.280   |
| RAM-WRITE |    0    |                |  0x54f   | 0x378c400  |  0.280   |
| RAM-WRITE |    0    |                |  0x54f   | 0x10000600 |  0.279   |
| RAM-WRITE |    0    |                |  0x54f   | 0x3700a00  |  0.280   |
| RAM-WRITE |    0    |                |  0x54f   | 0x10000c00 |  0.279   |
| RAM-WRITE |    0    |                |  0x54f   | 0x10000c00 |  0.279   |
| RAM-WRITE |    0    |                |  0x54f   | 0x3840a00  |  0.279   |
| RAM-WRITE |    0    |                |  0x54f   |  0x5dca00  |  0.280   |
| RAM-WRITE |    0    |                |  0x54f   | 0x1398400  |  0.279   |
| RAM-WRITE |    0    |                |  0x54f   | 0x451ca00  |  0.280   |
| RAM-WRITE |    0    |                |  0x54f   |  0x998400  |  0.280   |
| RAM-WRITE |    0    |                |  0x54f   | 0x80d0a00  |  0.279   |
| RAM-WRITE |    0    |                |  0x54f   | 0x10000200 |  0.279   |
| RAM-WRITE |    0    |                |  0x54f   | 0x6d40a00  |  0.279   |
| RAM-WRITE |    0    |                |  0x54f   | 0x451c000  |  0.280   |
| RAM-WRITE |    0    |                |  0x54f   | 0x1fc98200 |  0.307   |
| RAM-WRITE |    0    |                |  0x54f   | 0x10000a00 |  0.283   |
| RAM-WRITE |    0    |                |  0x54f   | 0x39d0a00  |  0.283   |
| RAM-WRITE |    0    |                |  0x54f   | 0x18128a00 |  0.283   |
| RAM-WRITE |    0    |                |  0x54f   | 0x3a50000  |  0.283   |
| RAM-WRITE |    0    |                |  0x54f   | 0x451ca00  |  0.283   |
| RAM-WRITE |    0    |                |  0x54f   | 0x9218400  |  0.282   |
| RAM-WRITE |    0    |                |  0x54f   | 0x10000a00 |  0.282   |
|   WRITE   |    0    |  RAM_ADDR_HI   |          |    0x0     |  0.297   |
|   WRITE   |    0    |     JMP0LO     |          |   0xb6b6   |  0.140   |
|   WRITE   |    0    |     JMP0HI     |          |   0x303    |  0.055   |
|   WRITE   |    0    |     JMP1LO     |          |   0xa6a6   |  0.055   |
|   WRITE   |    0    |     JMP1HI     |          |   0xf0f    |  0.052   |
|   WRITE   |    0    |     JMP2LO     |          |   0xbfbf   |  0.052   |
|   WRITE   |    0    |     JMP2HI     |          |   0x1010   |  0.058   |
|   WRITE   |    0    |     JMP3LO     |          |   0x7575   |  0.053   |
|   WRITE   |    0    |     JMP3HI     |          |   0x1111   |  0.053   |
|   WRITE   |    0    |     JMP4LO     |          |   0x5959   |  0.052   |
|   WRITE   |    0    |     JMP4HI     |          |   0x707    |  0.052   |
|   WRITE   |    0    |     JMP5LO     |          |   0xb8b8   |  0.052   |
|   WRITE   |    0    |     JMP5HI     |          |   0x606    |  0.052   |
|   WRITE   |    0    |     JMP6LO     |          |   0x2323   |  0.052   |
|   WRITE   |    0    |     JMP6HI     |          |   0x505    |  0.052   |
|   WRITE   |    0    |     JMP7LO     |          |   0xa7a7   |  0.051   |
|   WRITE   |    0    |     JMP7HI     |          |   0x1111   |  0.052   |
| RAM-WRITE |    0    |                |  0x63d   |   0x10fb   |  0.058   |
| RAM-WRITE |    0    |                |  0x63e   |   0x591    |  0.285   |
| RAM-WRITE |    0    |                |  0x63f   |   0x543    |  0.282   |
| RAM-WRITE |    0    |                |  0x640   |    0x4     |  0.282   |
| RAM-WRITE |    0    |                |  0x641   |    0xc     |  0.282   |
| RAM-WRITE |    0    |                |  0x642   |   0xff1    |  0.282   |
| RAM-WRITE |    0    |                |  0x643   |   0x1247   |  0.282   |
| RAM-WRITE |    0    |                |  0x644   |    0x0     |  0.282   |
| RAM-WRITE |    0    |                |  0x1c0   | 0x5262017  |  0.325   |
| RAM-WRITE |    0    |                |  0x320   |  0x200000  |  0.330   |
| RAM-WRITE |    0    |                |  0x2b6   |  0x80000   |  0.286   |
| RAM-WRITE |    0    |                |  0x2b7   |  0x200000  |  0.279   |
| RAM-WRITE |    0    |                |  0x31b   |  0x180000  |  0.289   |
| RAM-WRITE |    0    |                |  0x392   | 0x7fcfdda  |  0.280   |
| RAM-WRITE |    0    |                |  0x37c   |  0x400000  |  0.279   |
| RAM-WRITE |    0    |                |  0x37d   |    0x0     |  0.278   |
| RAM-WRITE |    0    |                |  0x14d   |    0x0     |  0.282   |
| RAM-WRITE |    0    |                |  0x14e   |    0x0     |  0.278   |
| RAM-WRITE |    0    |                |  0x160   |    0x0     |  0.277   |
| RAM-WRITE |    0    |                |   0xe2   |  0x35d540  |  0.277   |
| RAM-WRITE |    0    |                |  0x1b0   |    0x0     |  0.277   |
| RAM-WRITE |    0    |                |  0x1b1   |    0x0     |  0.278   |
| RAM-WRITE |    0    |                |  0x1b2   |    0x0     |  0.278   |
| RAM-WRITE |    0    |                |  0x1b5   |    0x0     |  0.315   |
| RAM-WRITE |    0    |                |  0x1c2   |    0x0     |  0.277   |
|   WRITE   |    0    |     JMPEN      |          |    0x0     |  0.340   |
| RAM-WRITE |    0    |                |  0x54e   |    0x0     |  0.058   |
|  RAM-READ |    0    |                |  0x54f   | 0x451ca00  |  0.339   |
|  RAM-READ |    0    |                |  0x54f   | 0x10818600 |  0.287   |
|  RAM-READ |    0    |                |  0x54f   | 0x451ca00  |  0.282   |
|  RAM-READ |    0    |                |  0x54f   | 0x10958600 |  0.281   |
|  RAM-READ |    0    |                |  0x54f   | 0x451ca00  |  0.287   |
|  RAM-READ |    0    |                |  0x54f   | 0x10e58600 |  0.280   |
|  RAM-READ |    0    |                |  0x54f   | 0x451ca00  |  0.279   |
|  RAM-READ |    0    |                |  0x54f   | 0x112d8600 |  0.282   |
|  RAM-READ |    0    |                |  0x54f   | 0x451ca00  |  0.279   |
|  RAM-READ |    0    |                |  0x54f   | 0x11518600 |  0.277   |
|  RAM-READ |    0    |                |  0x54f   | 0x451ca00  |  0.277   |
|  RAM-READ |    0    |                |  0x54f   | 0x11618600 |  0.277   |
|  RAM-READ |    0    |                |  0x54f   | 0x451ca00  |  0.277   |
|  RAM-READ |    0    |                |  0x54f   | 0x11b98600 |  0.277   |
|  RAM-READ |    0    |                |  0x54f   | 0x451ca00  |  0.277   |
|  RAM-READ |    0    |                |  0x54f   | 0x11e58600 |  0.277   |
|  RAM-READ |    0    |                |  0x54f   | 0x451ca00  |  0.277   |
|  RAM-READ |    0    |                |  0x54f   | 0x12218600 |  0.277   |
|  RAM-READ |    0    |                |  0x54f   | 0x451ca00  |  0.277   |
|  RAM-READ |    0    |                |  0x54f   | 0x126d8600 |  0.277   |
|  RAM-READ |    0    |                |  0x54f   | 0x451ca00  |  0.277   |
|  RAM-READ |    0    |                |  0x54f   | 0x127d8600 |  0.277   |
|  RAM-READ |    0    |                |  0x54f   | 0x451ca00  |  0.276   |
|  RAM-READ |    0    |                |  0x54f   | 0x12898600 |  0.277   |
|  RAM-READ |    0    |                |  0x54f   | 0x451ca00  |  0.277   |
|  RAM-READ |    0    |                |  0x54f   | 0x12998600 |  0.277   |
|  RAM-READ |    0    |                |  0x54f   | 0x451ca00  |  0.277   |
|  RAM-READ |    0    |                |  0x54f   | 0x12a58600 |  0.277   |
|  RAM-READ |    0    |                |  0x54f   | 0x451ca00  |  0.277   |
|  RAM-READ |    0    |                |  0x54f   | 0x15ed8600 |  0.277   |
|  RAM-READ |    0    |                |  0x54f   | 0x451ca00  |  0.277   |
|  RAM-READ |    0    |                |  0x54f   | 0x16058600 |  0.277   |
|  RAM-READ |    0    |                |  0x54f   |  0x5c000   |  0.290   |
|  RAM-READ |    0    |                |  0x54f   | 0xf018000  |  0.287   |
|  RAM-READ |    0    |                |  0x54f   | 0xdccd000  |  0.286   |
|  RAM-READ |    0    |                |  0x54f   | 0x451ca00  |  0.287   |
|  RAM-READ |    0    |                |  0x54f   | 0xefd8000  |  0.285   |
|  RAM-READ |    0    |                |  0x54f   | 0x1108ca00 |  0.285   |
|  RAM-READ |    0    |                |  0x54f   | 0xc834400  |  0.285   |
|  RAM-READ |    0    |                |  0x54f   | 0x1078ea00 |  0.285   |
|  RAM-READ |    0    |                |  0x54f   | 0x45dca00  |  0.285   |
|  RAM-READ |    0    |                |  0x54f   | 0x10d58600 |  0.286   |
|  RAM-READ |    0    |                |  0x54f   | 0xadb4400  |  0.286   |
|  RAM-READ |    0    |                |  0x54f   | 0x1078ea00 |  0.286   |
|  RAM-READ |    0    |                |  0x54f   | 0x45dc000  |  0.285   |
|  RAM-READ |    0    |                |  0x54f   | 0x10bd8600 |  0.285   |
|  RAM-READ |    0    |                |  0x54f   | 0x176c0a00 |  0.286   |
|  RAM-READ |    0    |                |  0x54f   | 0xadf4400  |  0.285   |
|  RAM-READ |    0    |                |  0x54f   | 0xc6f6a00  |  0.285   |
|  RAM-READ |    0    |                |  0x54f   | 0x45dc200  |  0.285   |
|  RAM-READ |    0    |                |  0x54f   | 0x10d58600 |  0.286   |
|  RAM-READ |    0    |                |  0x54f   | 0x176c0a00 |  0.285   |
|  RAM-READ |    0    |                |  0x54f   | 0x1078ca00 |  0.285   |
|  RAM-READ |    0    |                |  0x54f   | 0x16b0ca00 |  0.285   |
|  RAM-READ |    0    |                |  0x54f   | 0x3a50400  |  0.285   |
|  RAM-READ |    0    |                |  0x54f   | 0x451ca00  |  0.285   |
|  RAM-READ |    0    |                |  0x54f   | 0x1e9d8200 |  0.285   |
|  RAM-READ |    0    |                |  0x54f   | 0xdf40a00  |  0.285   |
|  RAM-READ |    0    |                |  0x54f   | 0x1108ca00 |  0.285   |
|  RAM-READ |    0    |                |  0x54f   | 0xdf34400  |  0.285   |
|  RAM-READ |    0    |                |  0x54f   | 0xdf4ea00  |  0.285   |
|  RAM-READ |    0    |                |  0x54f   | 0x45dca00  |  0.285   |
|  RAM-READ |    0    |                |  0x54f   | 0x11218600 |  0.286   |
|  RAM-READ |    0    |                |  0x54f   | 0x10000400 |  0.285   |
|  RAM-READ |    0    |                |  0x54f   | 0x469c000  |  0.286   |
|  RAM-READ |    0    |                |  0x54f   | 0x11158600 |  0.286   |
|  RAM-READ |    0    |                |  0x54f   | 0x10000800 |  0.285   |
|  RAM-READ |    0    |                |  0x54f   | 0x451ca00  |  0.286   |
|  RAM-READ |    0    |                |  0x54f   | 0x111d8600 |  0.301   |
|  RAM-READ |    0    |                |  0x54f   | 0x10000400 |  0.287   |
|  RAM-READ |    0    |                |  0x54f   | 0x10002000 |  0.285   |
|  RAM-READ |    0    |                |  0x54f   | 0x14800a00 |  0.285   |
|  RAM-READ |    0    |                |  0x54f   | 0xd58ca00  |  0.291   |
|  RAM-READ |    0    |                |  0x54f   | 0x451ca00  |  0.283   |
|  RAM-READ |    0    |                |  0x54f   | 0x3018400  |  0.282   |
|  RAM-READ |    0    |                |  0x54f   | 0x111cca00 |  0.282   |
|  RAM-READ |    0    |                |  0x54f   | 0x10000400 |  0.282   |
|  RAM-READ |    0    |                |  0x54f   | 0x461c000  |  0.283   |
|  RAM-READ |    0    |                |  0x54f   | 0x11458600 |  0.283   |
|  RAM-READ |    0    |                |  0x54f   | 0x451ca00  |  0.282   |
|  RAM-READ |    0    |                |  0x54f   | 0x5d98400  |  0.282   |
|  RAM-READ |    0    |                |  0x54f   | 0x15340a00 |  0.282   |
|  RAM-READ |    0    |                |  0x54f   | 0x451ca00  |  0.282   |
|  RAM-READ |    0    |                |  0x54f   | 0x1a3d8400 |  0.282   |
|  RAM-READ |    0    |                |  0x54f   | 0x538ca00  |  0.282   |
|  RAM-READ |    0    |                |  0x54f   | 0x5348a00  |  0.283   |
|  RAM-READ |    0    |                |  0x54f   | 0x451ca00  |  0.281   |
|  RAM-READ |    0    |                |  0x54f   | 0x1d698000 |  0.282   |
|  RAM-READ |    0    |                |  0x54f   | 0x10000600 |  0.284   |
|  RAM-READ |    0    |                |  0x54f   | 0x469ca00  |  0.283   |
|  RAM-READ |    0    |                |  0x54f   | 0x11718600 |  0.282   |
|  RAM-READ |    0    |                |  0x54f   | 0x6180a00  |  0.283   |
|  RAM-READ |    0    |                |  0x54f   | 0x145dca00 |  0.282   |
|  RAM-READ |    0    |                |  0x54f   | 0x11898600 |  0.282   |
|  RAM-READ |    0    |                |  0x54f   | 0xd2cca00  |  0.283   |
|  RAM-READ |    0    |                |  0x54f   | 0x6048a00  |  0.282   |
|  RAM-READ |    0    |                |  0x54f   | 0x42cca00  |  0.283   |
|  RAM-READ |    0    |                |  0x54f   | 0x6108a00  |  0.283   |
|  RAM-READ |    0    |                |  0x54f   | 0x534ca00  |  0.282   |
|  RAM-READ |    0    |                |  0x54f   | 0x800c400  |  0.282   |
|  RAM-READ |    0    |                |  0x54f   | 0x10000600 |  0.282   |
|  RAM-READ |    0    |                |  0x54f   | 0x469ca00  |  0.282   |
|  RAM-READ |    0    |                |  0x54f   | 0x11a18600 |  0.283   |
|  RAM-READ |    0    |                |  0x54f   | 0x5340a00  |  0.311   |
|  RAM-READ |    0    |                |  0x54f   | 0x145dca00 |  0.293   |
|  RAM-READ |    0    |                |  0x54f   | 0x1b0d8000 |  0.293   |
|  RAM-READ |    0    |                |  0x54f   | 0x42cca00  |  0.293   |
|  RAM-READ |    0    |                |  0x54f   | 0x5808a00  |  0.292   |
|  RAM-READ |    0    |                |  0x54f   | 0x451ca00  |  0.293   |
|  RAM-READ |    0    |                |  0x54f   | 0x1b0d8000 |  0.293   |
|  RAM-READ |    0    |                |  0x54f   |  0x4c0a00  |  0.293   |
|  RAM-READ |    0    |                |  0x54f   | 0x42cca00  |  0.292   |
|  RAM-READ |    0    |                |  0x54f   | 0x38b4400  |  0.293   |
|  RAM-READ |    0    |                |  0x54f   | 0x10002000 |  0.293   |
|  RAM-READ |    0    |                |  0x54f   | 0x1424ca00 |  0.293   |
|  RAM-READ |    0    |                |  0x54f   | 0xd70d000  |  0.293   |
|  RAM-READ |    0    |                |  0x54f   |  0x4cc600  |  0.293   |
|  RAM-READ |    0    |                |  0x54f   | 0x1424c400 |  0.293   |
|  RAM-READ |    0    |                |  0x54f   | 0x10003600 |  0.293   |
|  RAM-READ |    0    |                |  0x54f   | 0x451ca00  |  0.293   |
|  RAM-READ |    0    |                |  0x54f   | 0x14918000 |  0.293   |
|  RAM-READ |    0    |                |  0x54f   | 0x1000ca00 |  0.294   |
|  RAM-READ |    0    |                |  0x54f   | 0x3990400  |  0.293   |
|  RAM-READ |    0    |                |  0x54f   | 0x8812a00  |  0.293   |
|  RAM-READ |    0    |                |  0x54f   | 0x45dca00  |  0.293   |
|  RAM-READ |    0    |                |  0x54f   | 0x11fd8600 |  0.294   |
|  RAM-READ |    0    |                |  0x54f   | 0x3750000  |  0.293   |
|  RAM-READ |    0    |                |  0x54f   | 0x15340200 |  0.293   |
|  RAM-READ |    0    |                |  0x54f   | 0x8510c00  |  0.293   |
|  RAM-READ |    0    |                |  0x54f   | 0x10002a00 |  0.293   |
|  RAM-READ |    0    |                |  0x54f   | 0x19500200 |  0.292   |
|  RAM-READ |    0    |                |  0x54f   | 0x194c0a00 |  0.293   |
|  RAM-READ |    0    |                |  0x54f   | 0x15340a00 |  0.293   |
|  RAM-READ |    0    |                |  0x54f   | 0x698ca00  |  0.293   |
|  RAM-READ |    0    |                |  0x54f   | 0x451ca00  |  0.292   |
|  RAM-READ |    0    |                |  0x54f   | 0x6a18400  |  0.293   |
|  RAM-READ |    0    |                |  0x54f   |  0x2cca00  |  0.292   |
|  RAM-READ |    0    |                |  0x54f   | 0x10000400 |  0.292   |
|  RAM-READ |    0    |                |  0x54f   | 0x459ca00  |  0.283   |
|  RAM-READ |    0    |                |  0x54f   | 0x12558600 |  0.282   |
|  RAM-READ |    0    |                |  0x54f   |  0x1cca00  |  0.283   |
|  RAM-READ |    0    |                |  0x54f   | 0xfd8c400  |  0.283   |
|  RAM-READ |    0    |                |  0x54f   |  0x28c800  |  0.282   |
|  RAM-READ |    0    |                |  0x54f   | 0x465c400  |  0.283   |
|  RAM-READ |    0    |                |  0x54f   | 0x12558600 |  0.283   |
|  RAM-READ |    0    |                |  0x54f   |  0x1cca00  |  0.283   |
|  RAM-READ |    0    |                |  0x54f   | 0x10000600 |  0.282   |
|  RAM-READ |    0    |                |  0x54f   | 0x451ca00  |  0.282   |
|  RAM-READ |    0    |                |  0x54f   | 0x12618600 |  0.282   |
|  RAM-READ |    0    |                |  0x54f   |  0x28ca00  |  0.282   |
|  RAM-READ |    0    |                |  0x54f   |  0x1cc400  |  0.283   |
|  RAM-READ |    0    |                |  0x54f   | 0x10000800 |  0.282   |
|  RAM-READ |    0    |                |  0x54f   |   0xa00    |  0.282   |
|  RAM-READ |    0    |                |  0x54f   | 0x451ca00  |  0.282   |
|  RAM-READ |    0    |                |  0x54f   | 0x4218400  |  0.282   |
|  RAM-READ |    0    |                |  0x54f   | 0x54cca00  |  0.283   |
|  RAM-READ |    0    |                |  0x54f   | 0xffc8a00  |  0.282   |
|  RAM-READ |    0    |                |  0x54f   | 0x451ca00  |  0.282   |
|  RAM-READ |    0    |                |  0x54f   | 0x16498000 |  0.282   |
|  RAM-READ |    0    |                |  0x54f   | 0xffcca00  |  0.283   |
|  RAM-READ |    0    |                |  0x54f   | 0x451ca00  |  0.283   |
|  RAM-READ |    0    |                |  0x54f   | 0x15118000 |  0.282   |
|  RAM-READ |    0    |                |  0x54f   | 0x1410ca00 |  0.282   |
|  RAM-READ |    0    |                |  0x54f   |  0x3c8a00  |  0.282   |
|  RAM-READ |    0    |                |  0x54f   | 0x451ca00  |  0.282   |
|  RAM-READ |    0    |                |  0x54f   |  0x158000  |  0.282   |
|  RAM-READ |    0    |                |  0x54f   |  0x3cca00  |  0.282   |
|  RAM-READ |    0    |                |  0x54f   | 0x451ca00  |  0.283   |
|  RAM-READ |    0    |                |  0x54f   |  0x358000  |  0.282   |
|  RAM-READ |    0    |                |  0x54f   | 0x1000ca00 |  0.283   |
|  RAM-READ |    0    |                |  0x54f   | 0x1d9ca00  |  0.282   |
|  RAM-READ |    0    |                |  0x54f   | 0x15d98600 |  0.282   |
|  RAM-READ |    0    |                |  0x54f   | 0x16dca00  |  0.304   |
|  RAM-READ |    0    |                |  0x54f   | 0x15d98600 |  0.286   |
|  RAM-READ |    0    |                |  0x54f   | 0x1108ca00 |  0.286   |
|  RAM-READ |    0    |                |  0x54f   | 0xc834400  |  0.286   |
|  RAM-READ |    0    |                |  0x54f   | 0x1000ea00 |  0.285   |
|  RAM-READ |    0    |                |  0x54f   | 0x461ca00  |  0.285   |
|  RAM-READ |    0    |                |  0x54f   | 0x1fc98200 |  0.285   |
|  RAM-READ |    0    |                |  0x54f   | 0x7750400  |  0.286   |
|  RAM-READ |    0    |                |  0x54f   | 0x7e92a00  |  0.285   |
|  RAM-READ |    0    |                |  0x54f   | 0x10000c00 |  0.286   |
|  RAM-READ |    0    |                |  0x54f   | 0x10000c00 |  0.285   |
|  RAM-READ |    0    |                |  0x54f   | 0x1424ee00 |  0.285   |
|  RAM-READ |    0    |                |  0x54f   | 0x45dca00  |  0.285   |
|  RAM-READ |    0    |                |  0x54f   | 0x12f98600 |  0.285   |
|  RAM-READ |    0    |                |  0x54f   | 0x80d0400  |  0.286   |
|  RAM-READ |    0    |                |  0x54f   | 0x10002e00 |  0.285   |
|  RAM-READ |    0    |                |  0x54f   | 0x461c000  |  0.285   |
|  RAM-READ |    0    |                |  0x54f   | 0x1fc98200 |  0.285   |
|  RAM-READ |    0    |                |  0x54f   | 0x105dca00 |  0.285   |
|  RAM-READ |    0    |                |  0x54f   | 0x13318600 |  0.285   |
|  RAM-READ |    0    |                |  0x54f   | 0x14dc0a00 |  0.285   |
|  RAM-READ |    0    |                |  0x54f   | 0x1191ca00 |  0.284   |
|  RAM-READ |    0    |                |  0x54f   | 0x13398600 |  0.285   |
|  RAM-READ |    0    |                |  0x54f   | 0x80d0a00  |  0.285   |
|  RAM-READ |    0    |                |  0x54f   | 0x10000200 |  0.285   |
|  RAM-READ |    0    |                |  0x54f   | 0x6d40a00  |  0.286   |
|  RAM-READ |    0    |                |  0x54f   | 0x674ca00  |  0.286   |
|  RAM-READ |    0    |                |  0x54f   | 0x10000400 |  0.286   |
|  RAM-READ |    0    |                |  0x54f   | 0x455ca00  |  0.285   |
|  RAM-READ |    0    |                |  0x54f   | 0x13518600 |  0.285   |
|  RAM-READ |    0    |                |  0x54f   | 0x451ca00  |  0.286   |
|  RAM-READ |    0    |                |  0x54f   | 0x14318600 |  0.286   |
|  RAM-READ |    0    |                |  0x54f   |  0x59c000  |  0.285   |
|  RAM-READ |    0    |                |  0x54f   | 0x14058600 |  0.285   |
|  RAM-READ |    0    |                |  0x54f   | 0x6d4c000  |  0.284   |
|  RAM-READ |    0    |                |  0x54f   | 0x80d0a00  |  0.310   |
|  RAM-READ |    0    |                |  0x54f   | 0x10000200 |  0.296   |
|  RAM-READ |    0    |                |  0x54f   | 0x10000800 |  0.293   |
|  RAM-READ |    0    |                |  0x54f   | 0x461ca00  |  0.293   |
|  RAM-READ |    0    |                |  0x54f   | 0x13fd8600 |  0.294   |
|  RAM-READ |    0    |                |  0x54f   | 0x40dca00  |  0.294   |
|  RAM-READ |    0    |                |  0x54f   | 0x13918600 |  0.294   |
|  RAM-READ |    0    |                |  0x54f   | 0x8350a00  |  0.294   |
|  RAM-READ |    0    |                |  0x54f   | 0x15340a00 |  0.293   |
|  RAM-READ |    0    |                |  0x54f   | 0x14940a00 |  0.293   |
|  RAM-READ |    0    |                |  0x54f   | 0x6c8ca00  |  0.293   |
|  RAM-READ |    0    |                |  0x54f   | 0x14940a00 |  0.293   |
|  RAM-READ |    0    |                |  0x54f   | 0x15340200 |  0.294   |
|  RAM-READ |    0    |                |  0x54f   | 0x6c0c600  |  0.294   |
|  RAM-READ |    0    |                |  0x54f   | 0x10000800 |  0.294   |
|  RAM-READ |    0    |                |  0x54f   | 0x45dca00  |  0.293   |
|  RAM-READ |    0    |                |  0x54f   | 0x13cd8600 |  0.293   |
|  RAM-READ |    0    |                |  0x54f   | 0x80d0a00  |  0.292   |
|  RAM-READ |    0    |                |  0x54f   | 0x10000200 |  0.293   |
|  RAM-READ |    0    |                |  0x54f   | 0x451ca00  |  0.293   |
|  RAM-READ |    0    |                |  0x54f   | 0x13f18600 |  0.293   |
|  RAM-READ |    0    |                |  0x54f   | 0x8350a00  |  0.293   |
|  RAM-READ |    0    |                |  0x54f   | 0x15340a00 |  0.293   |
|  RAM-READ |    0    |                |  0x54f   | 0x14940a00 |  0.294   |
|  RAM-READ |    0    |                |  0x54f   | 0x6c8ca00  |  0.293   |
