+-----------+---------+----------------+----------+------------+
|   OPCODE  | CHANNEL |      REG       | RAM ADDR |  RAW DATA  |
| RAM-WRITE |    0    |                |  0x54f   | 0x10000400 |
| RAM-WRITE |    0    |                |  0x54f   | 0x6c80a00  |
| RAM-WRITE |    0    |                |  0x54f   |  0xbdca00  |
| RAM-WRITE |    0    |                |  0x54f   | 0x15518600 |
| RAM-WRITE |    0    |                |  0x54f   | 0x329ca00  |
| RAM-WRITE |    0    |                |  0x54f   | 0x15518600 |
| RAM-WRITE |    0    |                |  0x54f   | 0x451ca00  |
| RAM-WRITE |    0    |                |  0x54f   | 0x150d8600 |
| RAM-WRITE |    0    |                |  0x54f   | 0x19b8c000 |
| RAM-WRITE |    0    |                |  0x54f   | 0x6c0c400  |
| RAM-WRITE |    0    |                |  0x54f   | 0x6c4c600  |
| RAM-WRITE |    0    |                |  0x54f   | 0x8350800  |
| RAM-WRITE |    0    |                |  0x54f   | 0x45dca00  |
| RAM-WRITE |    0    |                |  0x54f   | 0x14e98600 |
| RAM-WRITE |    0    |                |  0x54f   | 0x6c8c200  |
| RAM-WRITE |    0    |                |  0x54f   | 0x6c4c600  |
| RAM-WRITE |    0    |                |  0x54f   | 0x6c80a00  |
| RAM-WRITE |    0    |                |  0x54f   | 0x469ca00  |
| RAM-WRITE |    0    |                |  0x54f   | 0x15518600 |
| RAM-WRITE |    0    |                |  0x54f   | 0x10000400 |
| RAM-WRITE |    0    |                |  0x54f   | 0x6c80a00  |
| RAM-WRITE |    0    |                |  0x54f   | 0x451ca00  |
| RAM-WRITE |    0    |                |  0x54f   | 0x15518600 |
| RAM-WRITE |    0    |                |  0x54f   | 0x6c0c000  |
| RAM-WRITE |    0    |                |  0x54f   | 0x10000400 |
| RAM-WRITE |    0    |                |  0x54f   | 0x6c80a00  |
| RAM-WRITE |    0    |                |  0x54f   |  0xbdca00  |
| RAM-WRITE |    0    |                |  0x54f   | 0x15518600 |
| RAM-WRITE |    0    |                |  0x54f   | 0x329ca00  |
| RAM-WRITE |    0    |                |  0x54f   | 0x15518600 |
| RAM-WRITE |    0    |                |  0x54f   | 0x451ca00  |
| RAM-WRITE |    0    |                |  0x54f   | 0x150d8600 |
| RAM-WRITE |    0    |                |  0x54f   | 0x5f50a00  |
| RAM-WRITE |    0    |                |  0x54f   | 0xd34c200  |
| RAM-WRITE |    0    |                |  0x54f   | 0x38c0a00  |
| RAM-WRITE |    0    |                |  0x54f   | 0x3688000  |
| RAM-WRITE |    0    |                |  0x54f   | 0x36c8a00  |
| RAM-WRITE |    0    |                |  0x54f   | 0x3700a00  |
| RAM-WRITE |    0    |                |  0x54f   | 0x3740a00  |
| RAM-WRITE |    0    |                |  0x54f   | 0x3780a00  |
| RAM-WRITE |    0    |                |  0x54f   | 0x6740a00  |
| RAM-WRITE |    0    |                |  0x54f   | 0x53c0a00  |
| RAM-WRITE |    0    |                |  0x54f   | 0x5400a00  |
| RAM-WRITE |    0    |                |  0x54f   | 0x5440a00  |
| RAM-WRITE |    0    |                |  0x54f   | 0x5480a00  |
| RAM-WRITE |    0    |                |  0x54f   | 0x54c0a00  |
| RAM-WRITE |    0    |                |  0x54f   | 0x5500a00  |
| RAM-WRITE |    0    |                |  0x54f   | 0x5540a00  |
| RAM-WRITE |    0    |                |  0x54f   | 0xffc0a00  |
| RAM-WRITE |    0    |                |  0x54f   | 0x3990a00  |
| RAM-WRITE |    0    |                |  0x54f   | 0x38cc200  |
| RAM-WRITE |    0    |                |  0x54f   | 0x5f50600  |
| RAM-WRITE |    0    |                |  0x54f   | 0x38c0a00  |
| RAM-WRITE |    0    |                |  0x54f   | 0x1459ca00 |
| RAM-WRITE |    0    |                |  0x54f   | 0x15ad8600 |
| RAM-WRITE |    0    |                |  0x54f   | 0x368c200  |
